Area,Primary Substation Name,GSP Parent,BSP Parent,Break Fault Level vs Rating (kA),Location Latitude,Location Longitude,Location Grid Ref,Nameplate Rating (MVA),Sum of quoted generation (MVA),Minimum Load (MW),Maximum Load (MW),Contracted Generation (MVA),Available Headroom Capacity (MVA),Reverse Powerflow Capability (%),Upstream status,Transmission Works,Transmission reinforcement date,Downstream status,Distribution Works,Distribution reinforcement date,SoW needed?,Part of SWAN?,Other constraints,Voltage (kV),Site Classification
ENGLAND,CROOKHAM ,FLEET BRAMLEY,COXMOOR WOOD,11.05/25.0,51.273928,-0.83014011,SU 81702 53403,24,0,2.1947903633,12.5813356302,0,24,50,Constrained,,,Unconstrained,,,Yes,Yes, No  headroom on the 132kV circuit from Bramley to Andover which feeds Amesbury BSP cause constraint for this Primary for new connctions.,33/11,Green
ENGLAND,CROWTHORNE,FLEET BRAMLEY,CAMBERLEY MAIN,10.96/25.0,51.371953,-0.78787716,SU 84470 64352,30,0,5.3414068222,22.6698486094,0,34,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,DEAN GARDENS,EALING,EALING (D),4.2/13.1,51.51023,-0.32198298,TQ 16546 80368,1 x 10/12.5, -   ,0.6,5.7,0.2,7,50,Constrained,,,Unconstrained,EALING 66kV/22kV CB to be replaced to improve fault ratings,TBC,No,No,,44887,Red
ENGLAND,DEDDINGTON,COWLEY,WITNEY & YARNTON,3.87/13.1,51.969442,-1.3212094,SP 46729 30325,4,0,0.868642807,4.3857067694,0.05,3,50,Constrained,,,Constrained,,,Yes,No,Constrained due to upstream thermal and voltage issues.,33/11,Red
ENGLAND,DENHAM AVENUE,IVER 132KV,DENHAM,12.50/13.1,51.568618,-0.50430999,TQ 03761 86587,13,0,3.48,1.03,0,10,50,Unconstrained,,,Partially Constrained,,,No,No,Moderate proximity to fault rating,22/6.6,Amber
ENGLAND,DEVIZES,MELKSHAM,NORRINGTON,8.83/13.1,51.347954,-1.9998646,SU 00106 60986,21,0,7.0416193008,23.3608393233,1.468,0,50,Constrained,,,Unconstrained,,,Yes,No,33kV system voltage and thermal constraints.,33/11,Red
ENGLAND,DORCAN SOUTH ,MINETY,TOOTHILL,6.80/13.1,51.550424,-1.7232207,SU 19288 83540,22,0,3.4692316055,14.1063834481,0,0,50,Constrained,,,Constrained,,,Yes,Yes,thermal constraint on Minety - Galileo 132kV cct,33/11,Red
ENGLAND,DORCHESTER,CHICKERELL GSP,CHICKERELL,8.33/13.0,50.712414,-2.4388297,SY 69113 90401,21,0,4.8781442642,18.0432005976,1.995,3,50,Constrained,,,Unconstrained,,,No,Yes,Upstream 33kV circts restrictions under FCO. Potential Voltage issue for new connections.There is no reverse power capacity at the Chickerell BSP,33/11,Red
ENGLAND,DOWN GRANGE,BRAMLEY (BASI),BASINGSTOKE T1B & T2B,9.30/13.1,51.247996,-1.1187578,SU 61604 50238,30,0,4.4037104,21.8969793424,0,18,50,Constrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
ENGLAND,DRAKES WAY,MINETY,Stratton (2 x 90),8.22/13.1,51.569444,-1.7575741,SU 16899 85647,15,0,1.5052288771,7.3992562654,0,7,50,Unconstrained,,,Unconstrained,33kV CB reinforcement ,45382,Yes,No,None known,33/11,Green
ENGLAND,DUNBRIDGE,NURSLING,WINCHESTER,5.15/13.1,51.034698,-1.5518549,SU 31520 26244,9.8,0,1.8842618465,7.2254689905,0.044,0,50,Constrained,,,Constrained,,,Yes,Yes,Proximity to voltage issues.,33/11,Amber
ENGLAND,EAST HOWE,MANNINGTON GSP,REDHILL,10.33/13.1,50.755602,-1.9051219,SZ 06789 95116,30,0,4.6321940422,22.8923766195,0,0,50,Constrained,,,Unconstrained,,,Yes,Yes,BSP Transformer rating under N-1,33/11,Green
ENGLAND,EASTERTON,MELKSHAM,NORRINGTON,6.45/13.1,51.2917,-1.9788981,SU 01568 54730,15,0,1.7471698523,9.3865734998,0.23,0,50,Constrained,,,Constrained,,,Yes,No,Upstream 33kV system constraints.,33/11,Red
ENGLAND,EASTHAMPSTEAD,FLEET BRAMLEY,BRACKNELL RESERVE,8.97/25.0,51.39725,-0.76308822,SU 86148 67194,30,0,4.7007880211,18.955425568,0,30,50,Unconstrained,,,Unconstrained,,,Yes,Yes,BSP 33kV CBs close to fault rating,33/11,Amber
ENGLAND,EASTLEIGH NORTH,NURSLING,VELMORE,10.92/16.0,50.968257,-1.3544561,SU 45426 18958,40,0,7.1049633026,31.7280838801,3.92,43,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,EASTNEY,LOVEDEAN,PORTSMOUTH,8.87/13.1,50.787143,-1.0600205,SZ 66357 99040,20,0,1.7791479826,8.1830537155,0,21,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,EGHAM,LALEHAM,STAINES,10.1/20.0,51.43264,-0.54804278,TQ 01030 71404,2 x 15/30, -   ,9.2,27.1, -   ,36,95,Partially Constrained,,,Unconstrained,,,No,No,None known,33/11,Amber
ENGLAND,ELECTRIC HOUSE,MANNINGTON GSP,BOURNEMOUTH,11.84/13.1,50.721971,-1.8773104,SZ 08757 91379,26,0,4.510537451,16.0283365151,0.25,31,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,ELMS ROAD,FLEET BRAMLEY,WOKINGHAM,10.11/25.0,51.410027,-0.83594476,SU 81057 68532,30,0,4.5419969559,21.1396441005,45.4,34,50,Constrained,,,Unconstrained,,,Yes,Yes,BSP approaching transformer reverse power capacity. ,33/11,Amber
ENGLAND,EMSWORTH,LOVEDEAN,HAVANT,8.14/25.0,50.846951,-0.93802413,SU 74861 05807,13,0,2.5148639679,11.1645375483,0.865,14,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,ENFORD,BRAMLEY (ANDO-THAT),AMESBURY,4.05/25.0,51.264402,-1.8046286,SU 13728 51712,8,0,0.3810400069,3.1502372653,0,8,50,Constrained,,,Constrained,,,Yes,No,Constrained due to Primary transformers limitations. Connections might not be possible prior to Andover-Amesbury reconfiguration scheme. Upstream 132kV capacity for export is circa 15MVA flexible,33/11,Red
ENGLAND,EYNSHAM,COWLEY,WITNEY & YARNTON,6.82/25.0,51.789462,-1.3890547,SP 42236 10266,24,0,3.9750094414,12.3355662907,1,3,50,Constrained,,,Constrained,,,Yes,No,Limited expansion space for CB connections,33/11,Red
ENGLAND,FAIRFORD,MINETY,CIRENCESTER,7.59/25.0,51.70359,-1.7927605,SP 14418 00559,15,0,2.0118911266,9.0907591277,0,0,50,Constrained,,,Constrained,,,Yes,Yes,thermal constraint on BSP transformers and upstream 132kV feeders,33/11,Red
ENGLAND,FARINGDON,MINETY,Stratton (2 x 60),6.12/25.0,51.652374,-1.5848353,SU 28819 94924,10.5,5.07,2.804454565,12.5284688361,0,0,50,Constrained,,,Constrained,,,Yes,Yes,thermal constraint on Minety - Galileo 132kV cct,33/11,Red
ENGLAND,FARLINGTON,LOVEDEAN,WYMERING & FORT WIDLEY,11.23/13.1,50.839199,-1.0441625,SU 67400 04843,26,0,1.9017113026,10.9216177259,0,25,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,FARNBOROUGH,FLEET BRAMLEY,CAMBERLEY RESERVE,7.18/13.1,51.277666,-0.73395721,SU 88404 53930,30,0,3.9420337677,15.7868070352,0,34,50,Unconstrained,,,Unconstrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Red
ENGLAND,FARNHAM,FLEET BRAMLEY,ALDERSHOT,10.43/13.1,51.217907,-0.79125349,SU 84517 47217,22,0,3.882868815,20.0338137242,0,20,50,Unconstrained,,,Constrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Red
ENGLAND,FARNHAM ROYAL,IVER 132KV,SLOUGH,13.25/25.0,51.536415,-0.62307975,SU 95597 82844,48,0,7.06,27.79,12,19,50,Unconstrained,,,Unconstrained,,,No,No,None known,33/11,Green
ENGLAND,FELTHAM,LALEHAM,EAST BEDFONT A,12.1/13.1,51.443496,-0.40958817,TQ 10628 72811,3 x 12.5, -   ,3.7,11.2, -   ,16,50,Unconstrained,,,Unconstrained,,,No,No,None known,22/6.6,Green
ENGLAND,FERNDOWN,MANNINGTON GSP,MANNINGTON,11.38/13.0,50.805684,-1.9078023,SU 06593 00685,45,0,5.5328011513,24.0056013269,0,0,50,Constrained,,,Unconstrained,,,Yes,Yes,BSP Transformer rating under N-1,33/11,Red
ENGLAND,FIVE OAKS,FLEET BRAMLEY,ALTON & FERNHURST,8.54/13.1,51.050213,-0.42282521,TQ 10647 29057,15,0,1.88,9.9253257143,11.4,5,50,Constrained,,,Constrained,,,Yes,Yes,Constrained due to Primary transformers limitations. Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Red
ENGLAND,FLACKWELL HEATH,AMERSHAM,LOUDWATER,11.45/13.1,51.595422,-0.69247181,SU 90667 89318,26.7,0,1.9281777143,12.01,1.4,27.2281777143,50,Unconstrained,,,Unconstrained,,,No,No,None known,33/11,Green
ENGLAND,FLETCHWOOD,NURSLING,ROWNHAMS,7.7/25.0,50.907764,-1.5206463,SU 33800 12142,30,0,4.4657888412,17.6428332353,0,31,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,FORDINGBRIDGE,MANNINGTON GSP,MANNINGTON,6.41/13.1,50.938981,-1.8011404,SU 14069 15523,15,0,1.5593708754,7.0552441268,0,0,50,Constrained,,,Constrained,,,Yes,Yes,No spare bay.BSP Transformer rating under N-1,33/11,Red
ENGLAND,FRATTON PARK,LOVEDEAN,PORTSMOUTH,11.20/13.1,50.797418,-1.0629078,SU 66139 00180,34,0,5.9886350632,24.5864716204,0,40,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,FRENCHAY ROAD,COWLEY,OXFORD (Osney),10.28/13.1,51.770715,-1.2706149,SP 50426 08256,19.5,0,2.8547766209,10.4707683039,0,11,50,Unconstrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
ENGLAND,FRESHWATER,FAWLEY,COWES & WOOTTON COMMON,6.3/25.0,50.681336,-1.5155246,SZ 34325 86965,15,0,1.42,6.5787573333,0.45,0,50,Constrained,,,Constrained,,,No,Yes,"Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. ",33/11,Red
ENGLAND,FRIMLEY,FLEET BRAMLEY,CAMBERLEY RESERVE,7.79/12.5,51.313835,-0.74241777,SU 87745 57942,30,0,4.7762236595,24.4058841765,1.4,33,50,Unconstrained,,,Unconstrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Green
ENGLAND,FROME,MELKSHAM,FROME,11.48/25,51.231249,-2.3042947,ST 78850 48051,46,0,7.480437088,28.7826569301,2.72,10,50,Unconstrained,,,Unconstrained,11kV CB reinforcement,T232,Yes,No,None known,33/11,Green
ENGLAND,FRYERS LANE,COWLEY,HIGH WYCOMBE,11.8/13.1,51.637261,-0.77409884,SU 84935 93873,26,0,2.869312048,14.9709888858,0,21,50,Unconstrained,,,Unconstrained,,CB reinforcement,Yes,No,None known,33/11,Green
ENGLAND,FULSCOT,COWLEY,DRAYTON,10.73/13.1,51.601819,-1.2157563,SU 54413 89511,21,0,2.91,16.3732617873,7.56,7,50,Constrained,33kV reinforcements between Milton - Drayton,,Unconstrained,,,Yes,No,Constrained due to 33kV circts limitations under FCO.,33/11,Red
ENGLAND,FYFIELD,COWLEY,WITNEY & YARNTON,4.83/25.0,51.693127,-1.3900627,SU 42256 99551,15,0,2.0576159954,9.5202165998,0,3,50,Constrained,,,Unconstrained,,,Yes,No,Constrained due to upstream thermal limitations.,33/11,Red
ENGLAND,GABLE HEAD,LOVEDEAN,HAVANT,8.4/13.1,50.794214,-0.97691849,SZ 72204 99904,30,0,2.5379021168,12.7307625154,0.24,32,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,GAMBLE ROAD,LOVEDEAN,WYMERING & FORT WIDLEY,9.34/25.0,50.811859,-1.0820361,SU 64771 01769,30,0,5.1669025421,19.0092375417,0.8,25,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,GERRARDS CROSS,IVER 132KV,DENHAM,13.10/25.0,51.581679,-0.5585536,SU 99973 87964,15.2,0,3.9,14.5,0,11.5,50,Unconstrained,,,Unconstrained,,,No,No,None known,22/6.6,Green
ENGLAND,GILLINGHAM,MANNINGTON GSP,SHAFTESBURY,6.53/25.0,51.030903,-2.2839422,ST 80185 25765,30,0,1.2193280458,7.4361168921,0,0,50,Constrained,,,Unconstrained,,,Yes,Yes,BSP Transformer rating under N-1,33/11,Red
ENGLAND,GODALMING,FLEET BRAMLEY,ALDERSHOT,6.91/13.1,51.190421,-0.6170161,SU 96743 44375,30,0,4.5973000526,19.7005207676,0,30,50,Constrained,,,Unconstrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinf required at Fleet GSP. Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinf required at Fleet GSP,33/11,Red
ENGLAND,GOLDSMITHS,WILLESDEN,ACTON LANE,12.1/13.1,51.512781,-0.25641724,TQ 21089 80758,2 x 11.5, -   ,3,12.2, -   ,9,50,Unconstrained,,,Partially Constrained,,,No,No,CB fault ratings close to the limit,22/6.6,Amber
ENGLAND,GORDON ROAD,NURSLING,WINCHESTER,8.05/25.0,51.067234,-1.3132488,SU 48217 29991,30,0,5.697924614,23.8982471124,0,0,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,GORING,FLEET BRAMLEY,BURGHFIELD RESERVE,6.63/25.0,51.54174,-1.1318284,SU 60305 82895,15,0,2.036277771,6.0248655823,0,8,50,Constrained,,,Unconstrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Red
ENGLAND,GRASSINGHAM ROAD,IVER 132KV,DENHAM,12.41/13.1,51.608826,-0.55492123,TQ 00165 90988,26,0,4.2615828514,13.2,0,17.3,50,Unconstrained,,,Constrained,,,No,No,Moderate proximity to fault rating. ,22/6.6,Amber
ENGLAND,GREENFORD,WILLESDEN,GREENFORD,11.1/20.0,51.541319,-0.34753219,TQ 14695 83785,2 x 30/60, -   ,18.4,46.7,1,49,50,Unconstrained,,,Unconstrained,,,No,No,None known,66/11,Green
ENGLAND,GREENHAM COMMON,BRAMLEY (ANDO-THAT),THATCHAM,8.29/25.0,51.376151,-1.283955,SU 49935 64365,24,0,2.7280566788,6.5633163341,0,26,50,Constrained,,,Unconstrained,,,Yes,No,Fault level reinforcement required at Thatcham 33kV. Approaching 100% loading on 132kV circuits from Bramley to Thatcham on import,33/11,Green
ENGLAND,GREETHAM STREET,LOVEDEAN,PORTSMOUTH,9.05/13.1,50.79759,-1.0869413,SU 64445 00178,30,0,3.4623613358,12.9501615825,0.2,33,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,GROVE,COWLEY,DRAYTON,7.23/13.1,51.603958,-1.4308355,SU 39515 89611,15,0,5.1001955011,21.0773271085,0,7,50,Unconstrained,,,Constrained,,,Yes,No,Limited space for extension. Upstream thermal issues.,33/11,Red
ENGLAND,GUSSAGE ST MICHAEL,MANNINGTON GSP,SHAFTESBURY,2.42/16.0,50.902226,-2.0207396,ST 98638 11417,3,0,0.2743487954,1.5737196636,0,0,50,Constrained,,,Constrained,,,Yes,Yes,Constrained due to Primary transformers limitations under FCO.,33/11,Red
ENGLAND,HAMBLE,BOTLEY WOOD GSP,NETLEY COMMON,10.62/20.0,50.876708,-1.3280906,SU 47370 08794,30,7.6,5.8013339043,15.9992346922,12.2,24,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,HAMWORTHY,MANNINGTON GSP,POOLE PS (HAMWORTHY),8.4/13.1,50.716829,-1.9998911,SZ 00104 90800,22.9,0,4.0334935188,16.629657708,0,0,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,HAREFIELD,IVER 132KV,DENHAM,9.34/25.0,51.61028,-0.49947511,TQ 04001 91227,10,0,1.2961239707,4.9,0,6.3,50,Unconstrained,,,Unconstrained,,,No,No,None known,22/6.6,Green
ENGLAND,HARESTOCK,NURSLING,WINCHESTER,7.31/25.0,51.079193,-1.3460335,SU 45908 31300,24.3,0,4.4749336243,16.9759596521,0.47,0,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,HARVARD LANE,EALING,EALING (D),9.0/13.1,51.488491,-0.27272747,TQ 20021 78030,"2 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/242 x 10/12,5
1 x 12/24", -   ,10.6,26.4,1.6,19,50,Constrained,,,Unconstrained,EALING 66kV/22kV CB to be replaced to improve fault ratings,TBC,No,No,,44887,Red
ENGLAND,HASLEMERE,FLEET BRAMLEY,ALTON & FERNHURST,8.96/25.0,51.077775,-0.72662903,SU 89300 31710,21.4,0,4.6334466934,19.1519268328,0,5,50,Constrained,,,Unconstrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Red
ENGLAND,HASLINGBOURNE,FLEET BRAMLEY,ALTON & FERNHURST,2.86/25.0,50.973539,-0.60288554,SU 98188 20276,13,0,1.5663479567,7.5891566468,0,5,50,Constrained,,,Unconstrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Red
ENGLAND,HAWKERIDGE,MELKSHAM,FROME,13.41/25.0,51.276215,-2.196039,ST 86422 53026,15,18.3,3.2617712021,13.3370269192,15.34,0,50,Constrained,,,Unconstrained,,,Yes,No,33kV system thermal constraint.,33/11,Red
ENGLAND,HAWLEY,FLEET BRAMLEY,COXMOOR WOOD,3.77/13.1,51.311848,-0.76789653,SU 85973 57691,23,0,2.4681317806,12.335030048,0,25,50,Constrained,,,Unconstrained,,,Yes,Yes,Limited headroom at BSP circa 15MVA,33/11,Amber
ENGLAND,HEADINGTON,COWLEY,HEADINGTON,13.81/25.0,51.768803,-1.2124754,SP 54440 08085,40,0,4.3743391037,17.2973251409,3.6,11,50,Constrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
ENGLAND,HEDGE END,NURSLING,VELMORE,6.3/20.0,50.938532,-1.3035037,SU 49035 15685,14.2,0,1.9509248734,12.3068846498,0,16,50,Unconstrained,,,Unconstrained,Split Hedge End-Bishops Waltham,30/01/20,Yes,Yes,None known,33/11,Green
ENGLAND,HENLEY,FLEET BRAMLEY,READING,7.94/25.0,51.535587,-0.90464784,SU 76070 82422,30,0,4.2866997719,16.74799495,0,34,50,Constrained,,,Unconstrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Amber
ENGLAND,HENSTRIDGE,AXMINSTER,YEOVIL,3.92/25.0,50.972128,-2.3905287,ST 72676 19263,24,0,0.8126218215,10.6807497748,4.23,20,50,Constrained,,,Unconstrained,,,Yes,Yes,"Moderate Proximity to thermal rating on short section of 132kV circt Axminster-Yeovil under FCO,There is no reverse power capacity at the Yeovil BSP",33/11,Red
ENGLAND,HERRIARD,FLEET BRAMLEY,ALTON & FERNHURST,4.88/16.0,51.200071,-1.0457323,SU 66770 44972,7.5,0,0.27,1.5244885333,7.4,0,50,Constrained,,,Constrained,,,Yes,Yes,Constrained due to transformers limitations. 33kV circuit reinf is required for any new connection. Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinf required at Fleet GSP,33/11,Red
ENGLAND,HIGH WYCOMBE,COWLEY,HIGH WYCOMBE,9.01/13.1,51.622252,-0.77742129,SU 84733 92200,30,0,6.019235611,21.2399451141,1.07,21,50,Unconstrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
ENGLAND,HIGH WYCOMBE TOWN,COWLEY,HIGH WYCOMBE,13.18/13.1,51.628953,-0.7545438,SU 86304 92972,46.3,0,5.6870222092,27.0851120888,0,21,50,Unconstrained,,,Constrained,,,Yes,No,Proximity to fault rating,33/11,Red
ENGLAND,HILLINGDON,IVER 66KV,,13.14/25.0,51.534129,-0.451964,TQ 07470 82827,40,0,9.4010190964,34.814659142,0,50,50,Unconstrained,,,Unconstrained,,,No,No,None known,66/11,Green
ENGLAND,HILSEA,LOVEDEAN,WYMERING & FORT WIDLEY,8.56/13.1,50.829991,-1.0586351,SU 66394 03806,30,0,2.6596591473,14.2038078351,0.327,25,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,HINCHESLEA,MANNINGTON GSP,ARNEWOOD,7.06/13.1,50.802919,-1.6067932,SU 27805 00447,15,0,1.7985088825,6.7150517296,0,0,50,Constrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,HINDHEAD,FLEET BRAMLEY,ALDERSHOT,5.74/20.0,51.120751,-0.7350071,SU 88631 36479,21,0,2.7434880733,13.1218260045,0,16.8,50,Constrained,,,Unconstrained,,,Yes,Yes,33kV circuit rating is 16.8MVA in summer. Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Green
ENGLAND,HINTON MARTELL,MANNINGTON GSP,MANNINGTON,2.64/7.9,50.853785,-1.9913963,SU 00702 06030,4,0,0.3286469877,1.9366510284,0,0,50,Constrained,,,Constrained,,,Yes,Yes,Constrained due to Primary transformers limitations under FCO.,33/11,Red
ENGLAND,HITCHES LANE,FLEET BRAMLEY,COXMOOR WOOD,8.55/13.1,51.286525,-0.86195584,SU 79461 54769,40,0,5.0280716977,22.42922122,4.26,0,50,Constrained,,,Constrained,,,Yes,Yes,Limited headroom at BSP circa 15MVA,33/11,Red
ENGLAND,HOEFORD,LOVEDEAN,Fareham T1A T2A (90MVAs),10.07/13.1,50.836544,-1.1797679,SU 57855 04433,19.5,0,3.93,17.2255486891,0.5,23,50,Unconstrained,,,Unconstrained,,,Yes,Yes,Partialy constraint due to limited reverse power capacity,33/11,Amber
ENGLAND,HOLES BAY,MANNINGTON GSP,LYTCHETT,9.86/25.0,50.727215,-1.9910929,SZ 00725 91955,30,0,1.0526278019,20.5572628646,7.87,0,50,Constrained,,,Unconstrained,,,Yes,Yes,BSP Transformer rating under N-1,33/11,Red
ENGLAND,HOLWELL,MELKSHAM,FROME,7.12/25.0,51.200229,-2.3993971,ST 72191 44633,15,0,1.3717440367,10.5682835657,1,0,50,Constrained,,,Unconstrained,,,Yes,No,33kV system thermal constraint.,33/11,Red
ENGLAND,HOMINGTON,MANNINGTON GSP,SALISBURY,3.97/25.0,51.033577,-1.8339219,SU 11742 26037,15,0,1.5607397556,5.408544558,0,0,50,Constrained,,,Unconstrained,,,Yes,Yes,Constrained due to upstream thermal limitations.,33/11,Red
ENGLAND,HOOK,FLEET BRAMLEY,COXMOOR WOOD,8.61/25.0,51.278548,-0.96049275,SU 72602 53780,30,0,3.4071264267,14.0441527758,0,0,50,Constrained,,,Unconstrained,,,Yes,Yes,Fault level at Burghfield BSP is at it's limit. Reinforcement required to uprate the 33kV switchboard at Burghfield.,33/11,Green
ENGLAND,HOPE AND ANCHOR,LALEHAM,EAST BEDFONT A,7.7/13.1,51.436309,-0.37988329,TQ 12710 72057,1 x 12.5, -   ,0.5,2.6, -   ,7,50,Unconstrained,,,Unconstrained,,,No,No,None known,22/6.6,Green
ENGLAND,HORNDEAN,LOVEDEAN,HAVANT,4.95/13.1,50.910418,-1.0018684,SU 70271 12802,30,0,3.1135089397,22.1944434637,8,24,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
